"id","username","tag","playtime","matches","rating","level","loses","damage_round","headshot","win","wins","kills","deaths","assists","kad_ratio","kills_round","clutches","top_agents_1","top_hours_agent_1","top_matches_agent_1","top_win_agent_1","top_kd_agent_1","top_weapon_1","top_weapon_headshot_1","top_weapon_2","top_weapon_headshot_2","top_maps_1","top_porcentagem_map_win_1"
2479,"Pattern ","jung","2,342h Playtime ","4,217 Matches ","426","500","2036","142.4","17.2%","50.4%","2,125","65,991","66,899","26,463","{1.38}","{0.7}","{889}","{Raze}","{""326 hours""}","{591}","51.3%","{1.04}",NULL,NULL,NULL,NULL,NULL,NULL
2480,"NEXGA kayle ","003","3,466h Playtime ","6,245 Matches ","427","629","3027","132.7","21.9%","50.7%","3,164","95,137","96,384","37,094","{1.37}","{0.7}","{""1,689""}","{Viper}","{""354 hours""}","{643}","50.5%","{1.01}",NULL,NULL,NULL,NULL,NULL,NULL
2481,"sSuicide ","Beelz","1,654h Playtime ","3,052 Matches ","427","371","1481","146.9","20.4%","50.6%","1,543","50,062","46,446","15,672","{1.42}","{0.8}","{727}","{Jett}","{""243 hours""}","{446}","50.0%","{1.10}","Vandal","33%","Phantom","28%","Breeze","57.4%"
2482,"TR REV1ツ ","Dobi","2,921h Playtime ","5,209 Matches ","427","506","2551","146.6","24.0%","50.0%","2,604","87,382","81,024","21,425","{1.34}","{0.8}","{""1,166""}","{Jett}","{""958 hours""}","{""1,702""}","50.4%","{1.11}",NULL,NULL,NULL,NULL,NULL,NULL
2483,"Franco ","POTTE","1,431h Playtime ","2,529 Matches ","427","409","1218","140.7","19.9%","50.4%","1,275","40,210","37,161","13,358","{1.44}","{0.8}","{721}","{Viper}","{""253 hours""}","{449}","50.3%","{1.11}","Vandal","28%","Phantom","25%","Bind","53.3%"
2484,"Rocketメ ","NFS","1,863h Playtime ","3,276 Matches ","427","394","1599","159.9","20.5%","49.7%","1,627","59,277","50,935","15,480","{1.47}","{0.9}","{755}","{Jett}","{""1,068 hours""}","{""1,884""}","51.3%","{1.19}",NULL,NULL,NULL,NULL,NULL,NULL
2485,"Patrick ","AWD","1,204h Playtime ","2,051 Matches ","427","382","984","145.6","25.5%","51.5%","1,056","33,100","28,987","10,112","{1.49}","{0.8}","{521}","{Jett}","{""183 hours""}","{315}","50.8%","{1.14}",NULL,NULL,NULL,NULL,NULL,NULL
2486,"PE Ridder ","QLF","1,730h Playtime ","3,106 Matches ","427","389","1535","145.7","26.8%","49.3%","1,532","53,773","51,425","11,195","{1.26}","{0.8}","{559}","{Jett}","{""939 hours""}","{""1,690""}","50.1%","{1.08}",NULL,NULL,NULL,NULL,NULL,NULL
2487,"BarcK ","Honey","1,359h Playtime ","2,394 Matches ","427","342","1109","138.0","25.0%","52.6%","1,260","37,859","37,536","16,582","{1.45}","{0.7}","{526}","{Breach}","{""340 hours""}","{589}","55.3%","{1.03}",NULL,NULL,NULL,NULL,NULL,NULL
2488,"SK mediKa ","star","2,161h Playtime ","3,770 Matches ","427","684","1824","127.6","21.1%","49.9%","1,881","52,397","56,458","20,911","{1.30}","{0.7}","{""1,040""}","{Killjoy}","{""544 hours""}","{935}","52.7%","{0.98}","Vandal","31%","Phantom","27%","Lotus","57.1%"
2489,"DaviaVal ","1v9","2,653h Playtime ","4,715 Matches ","427","622","2295","162.1","24.4%","49.8%","2,349","87,936","76,839","19,169","{1.39}","{0.9}","{937}","{Jett}","{""822 hours""}","{""1,462""}","50.7%","{1.18}","Vandal","38%","Phantom","32%","Sunset","53.1%"
2490,"teen ","16092","1,219h Playtime ","2,181 Matches ","427","312","1062","150.6","29.8%","50.3%","1,096","37,401","35,427","7,708","{1.27}","{0.8}","{398}","{Reyna}","{""439 hours""}","{789}","48.9%","{1.10}","Vandal","43%","Phantom","37%","Pearl","61.1%"
2491,"darkraii ","btrfy","1,550h Playtime ","2,763 Matches ","406","439","1325","149.5","26.5%","50.5%","1,396","47,381","44,213","10,646","{1.31}","{0.8}","{494}","{Jett}","{""643 hours""}","{""1,148""}","51.2%","{1.09}",NULL,NULL,NULL,NULL,NULL,NULL
2492,"Saikyo ","jjk","587h Playtime ","1,048 Matches ","427","163","481","149.9","30.0%","53.1%","557","18,250","15,872","3,976","{1.40}","{0.8}","{246}","{Jett}","{""280 hours""}","{506}","54.7%","{1.23}","Vandal","42%","Operator","7%","Fracture","66.7%"
2493,"srpski heroj ","srb","1,179h Playtime ","2,073 Matches ","427","311","966","146.3","31.5%","52.0%","1,077","34,896","32,694","10,530","{1.39}","{0.8}","{398}","{Jett}","{""144 hours""}","{252}","52.0%","{1.08}",NULL,NULL,NULL,NULL,NULL,NULL
2494,"RLF DaFt ","3010","727h Playtime ","1,303 Matches ","426","485","600","144.1","24.8%","52.8%","688","21,248","19,399","7,307","{1.47}","{0.8}","{388}","{Jett}","{""146 hours""}","{269}","53.9%","{1.19}",NULL,NULL,NULL,NULL,NULL,NULL
2495,"CombOver ","3389","1,422h Playtime ","2,540 Matches ","430","459","1262","151.8","23.2%","49.2%","1,250","43,932","39,379","12,425","{1.43}","{0.8}","{593}","{Raze}","{""220 hours""}","{396}","48.7%","{1.08}","Vandal","32%","Phantom","28%","Ascent","52.3%"
2496,"kAMIKAZE ","58AJ","786h Playtime ","1,412 Matches ","426","155","645","142.4","29.8%","52.0%","734","22,647","20,567","8,027","{1.49}","{0.8}","{411}","{Omen}","{""170 hours""}","{307}","49.5%","{1.07}","Vandal","39%","Sheriff","63%","Fracture","63.5%"
2497,"htud ","west","1,056h Playtime ","1,915 Matches ","388","271","923","138.3","20.1%","50.6%","969","29,062","29,037","10,798","{1.37}","{0.7}","{409}","{Sage}","{""214 hours""}","{384}","47.4%","{0.82}","Vandal","31%","Spectre","20%","Icebox","57.4%"
2498,"gat0GeniAL ","bulla","1,570h Playtime ","2,922 Matches ","408","343","1393","148.3","23.1%","51.3%","1,499","49,165","47,629","14,987","{1.35}","{0.8}","{505}","{Jett}","{""339 hours""}","{629}","53.4%","{1.08}","Vandal","32%","Phantom","29%","Icebox","55.9%"
2499,"MKII ","ACE","1,481h Playtime ","2,625 Matches ","426","423","1227","159.1","18.1%","52.1%","1,367","47,632","41,251","12,046","{1.45}","{0.9}","{584}","{Jett}","{""379 hours""}","{679}","51.3%","{1.19}","Vandal","27%","Phantom","24%","Lotus","58.5%"
2500,"LFG Moves ","ptwin","1,380h Playtime ","2,482 Matches ","426","281","1205","142.3","30.3%","50.7%","1,259","39,636","38,851","11,833","{1.32}","{0.8}","{532}","{Jett}","{""250 hours""}","{457}","48.8%","{1.07}","Vandal","44%","Phantom","39%","Haven","53.5%"
2501,"MRE Kai Ubi ","8939","1,223h Playtime ","2,104 Matches ","426","253","1001","140.6","28.0%","51.2%","1,078","33,457","31,140","11,627","{1.45}","{0.7}","{593}","{Sova}","{""243 hours""}","{427}","49.6%","{1.07}",NULL,NULL,NULL,NULL,NULL,NULL
2502,"2K SomeThai ","Tlinh","2,171h Playtime ","3,986 Matches ","426","418","1926","146.5","27.2%","50.6%","2,017","64,975","64,773","19,344","{1.30}","{0.8}","{704}","{Jett}","{""517 hours""}","{967}","49.8%","{1.01}",NULL,NULL,NULL,NULL,NULL,NULL
2503,"OMNIMAN ","omnii","2,197h Playtime ","3,933 Matches ","426","605","1859","142.9","29.2%","52.0%","2,045","65,387","58,474","19,727","{1.46}","{0.8}","{""1,148""}","{Jett}","{""244 hours""}","{439}","47.8%","{1.13}",NULL,NULL,NULL,NULL,NULL,NULL
2504,"ADOR ","mkt","1,504h Playtime ","2,513 Matches ","426","349","1084","139.6","19.0%","56.1%","1,410","39,567","37,879","15,217","{1.45}","{0.7}","{486}","{Jett}","{""259 hours""}","{432}","59.3%","{1.09}",NULL,NULL,NULL,NULL,NULL,NULL
2505,"Range ","0106","107h Playtime ","200 Matches ","426","52","59","197.2","37.1%","68.0%","136","4,610","3,059","896","{1.80}","{1.1}","{36}","{Jett}","{""30 hours""}","{57}","75.4%","{1.50}","Vandal","49%","Sheriff","53%","Split","79.4%"
2506,"Jv爱 ","2G2BT","1,385h Playtime ","2,428 Matches ","426","282","1159","143.0","24.0%","50.9%","1,237","38,596","36,882","10,763","{1.34}","{0.8}","{531}","{Sage}","{""306 hours""}","{539}","53.8%","{0.99}",NULL,NULL,NULL,NULL,NULL,NULL
2507,"AzReL ","EUW","1,935h Playtime ","3,392 Matches ","412","355","1661","154.4","25.5%","49.4%","1,674","59,134","52,499","15,962","{1.43}","{0.8}","{902}","{Raze}","{""671 hours""}","{""1,167""}","51.9%","{1.16}","Vandal","38%","Phantom","31%","Lotus","53.5%"
2508,"Proxers ","Hachi","1,518h Playtime ","2,668 Matches ","426","349","1290","128.4","22.1%","50.3%","1,343","37,241","39,838","16,737","{1.35}","{0.7}","{672}","{Killjoy}","{""253 hours""}","{441}","52.8%","{0.98}",NULL,NULL,NULL,NULL,NULL,NULL
2509,"FOKUS Matrixx ","1337","2,021h Playtime ","3,597 Matches ","464","471","1565","149.3","25.9%","55.4%","1,993","62,450","52,274","22,701","{1.63}","{0.8}","{""1,127""}","{Omen}","{""859 hours""}","{""1,528""}","56.4%","{1.20}","Vandal","36%","Spectre","24%","Lotus","60.0%"
2510,"Panagios ","DOGS","2,086h Playtime ","3,677 Matches ","425","378","1731","145.9","36.2%","51.8%","1,903","61,724","56,110","15,811","{1.38}","{0.8}","{956}","{Reyna}","{""263 hours""}","{459}","52.1%","{1.15}",NULL,NULL,NULL,NULL,NULL,NULL
2511,"seraph ","bnj","1,574h Playtime ","2,772 Matches ","425","388","1268","141.6","26.7%","53.0%","1,470","44,122","40,623","17,287","{1.51}","{0.7}","{882}","{Sova}","{""392 hours""}","{705}","58.4%","{1.18}","Vandal","37%","Phantom","32%","Ascent","56.6%"
2512,"TTV OcMercy ","Scar","2,219h Playtime ","3,983 Matches ","425","466","1940","148.3","25.2%","50.3%","2,005","66,895","65,557","17,074","{1.28}","{0.8}","{746}","{Phoenix}","{""465 hours""}","{837}","54.8%","{1.10}",NULL,NULL,NULL,NULL,NULL,NULL
2513,"FURIA kon4n ","DTJ","1,806h Playtime ","3,167 Matches ","425","650","1457","151.7","26.5%","52.9%","1,675","53,790","47,389","21,709","{1.59}","{0.8}","{782}","{Sova}","{""357 hours""}","{628}","52.1%","{1.14}","Vandal","39%","Phantom","35%","Sunset","63.3%"
2514,"SiLLO ","CHL","2,015h Playtime ","3,597 Matches ","425","413","1758","141.7","26.5%","49.4%","1,778","56,983","56,030","19,430","{1.36}","{0.7}","{860}","{Jett}","{""368 hours""}","{659}","50.7%","{1.08}","Vandal","37%","Phantom","31%","Pearl","55.4%"
2515,"oxygeN ","ykz47","756h Playtime ","1,363 Matches ","425","269","640","150.3","26.5%","51.7%","705","23,490","20,462","6,462","{1.46}","{0.8}","{394}","{Jett}","{""247 hours""}","{446}","50.0%","{1.18}",NULL,NULL,NULL,NULL,NULL,NULL
2516,"Chuntesh11 ","top5","1,500h Playtime ","2,703 Matches ","425","342","1276","152.5","22.8%","51.2%","1,385","44,858","41,134","12,491","{1.39}","{0.8}","{645}","{Reyna}","{""596 hours""}","{""1,072""}","52.6%","{1.15}",NULL,NULL,NULL,NULL,NULL,NULL
2517,"MiTH Kadoom ","nn11","1,117h Playtime ","1,987 Matches ","425","272","911","159.4","24.8%","53.0%","1,054","36,730","31,463","8,844","{1.45}","{0.9}","{490}","{Jett}","{""254 hours""}","{451}","51.0%","{1.27}","Vandal","36%","Phantom","32%","Pearl","62.8%"
2518,"Rheia ","aiwy","967h Playtime ","1,715 Matches ","404","563","809","132.3","29.7%","51.5%","883","25,487","26,088","9,990","{1.36}","{0.7}","{472}","{Sova}","{""161 hours""}","{287}","51.9%","{0.93}","Vandal","43%","Phantom","38%","Pearl","59.3%"
2519,"sulunist ","4WB","2,383h Playtime ","4,332 Matches ","425","450","2058","149.3","23.6%","51.2%","2,219","70,544","69,849","19,658","{1.29}","{0.8}","{753}","{Raze}","{""526 hours""}","{966}","54.1%","{1.05}","Vandal","34%","Phantom","31%","Pearl","54.7%"
2520,"pray ","rope","806h Playtime ","1,483 Matches ","425","160","693","154.0","27.1%","52.6%","780","24,986","23,830","7,117","{1.35}","{0.8}","{270}","{Jett}","{""146 hours""}","{270}","54.1%","{1.04}","Vandal","37%","Ghost","48%","Sunset","57.0%"
2521,"Modisk ","111","1,738h Playtime ","3,191 Matches ","448","339","1524","152.4","25.5%","51.0%","1,628","55,426","48,532","13,332","{1.42}","{0.8}","{894}","{Reyna}","{""489 hours""}","{889}","51.6%","{1.24}",NULL,NULL,NULL,NULL,NULL,NULL
2522,"FS Leviathan ","Bell","2,208h Playtime ","4,036 Matches ","424","490","1861","143.9","26.6%","53.1%","2,144","67,769","62,045","23,964","{1.48}","{0.8}","{925}","{Omen}","{""479 hours""}","{875}","54.2%","{1.05}","Vandal","37%","Phantom","33%","Ascent","57.3%"
2523,"Fair ","1tap","1,840h Playtime ","3,271 Matches ","448","356","1570","146.3","31.0%","50.9%","1,665","54,819","51,429","12,386","{1.31}","{0.8}","{743}","{Chamber}","{""333 hours""}","{588}","53.4%","{1.18}",NULL,NULL,NULL,NULL,NULL,NULL
2524,"ORB Ady 一蘭 ","なんよｗ","502h Playtime ","895 Matches ","424","149","425","141.4","25.6%","51.7%","463","14,091","12,928","4,905","{1.47}","{0.7}","{267}","{Cypher}","{""69 hours""}","{125}","50.4%","{1.12}",NULL,NULL,NULL,NULL,NULL,NULL
2525,"rdo ","1533","7,075h Playtime ","12,434 Matches ","424","1,111","6108","127.8","19.9%","49.7%","6,174","177,910","189,946","72,447","{1.32}","{0.7}","{""3,698""}","{Sova}","{""1,424 hours""}","{""2,510""}","50.3%","{0.95}",NULL,NULL,NULL,NULL,NULL,NULL
2526,"SLY Kinguyen ","SSJG","1,076h Playtime ","1,912 Matches ","424","453","814","166.2","27.6%","56.4%","1,078","37,434","28,724","8,852","{1.61}","{0.9}","{470}","{Jett}","{""255 hours""}","{459}","58.6%","{1.36}","Vandal","44%","Phantom","35%","Lotus","62.2%"
2527,"Rex ","AIMLB","1,576h Playtime ","2,787 Matches ","424","350","1336","146.3","23.9%","50.3%","1,402","45,888","44,208","13,428","{1.34}","{0.8}","{562}","{Reyna}","{""306 hours""}","{550}","54.7%","{1.14}",NULL,NULL,NULL,NULL,NULL,NULL
2528,"AMZ hero ","one","2,640h Playtime ","4,639 Matches ","424","600","2240","135.9","32.8%","50.5%","2,344","71,773","70,905","22,398","{1.33}","{0.7}","{""1,084""}","{Jett}","{""334 hours""}","{586}","46.6%","{1.04}",NULL,NULL,NULL,NULL,NULL,NULL
2529,"BEWD Stormm ","2501","978h Playtime ","1,744 Matches ","424","279","821","150.0","27.2%","51.6%","900","29,956","26,592","8,345","{1.44}","{0.8}","{468}","{Sova}","{""279 hours""}","{498}","50.2%","{1.12}",NULL,NULL,NULL,NULL,NULL,NULL
2530,"Beegfood ","2151","673h Playtime ","1,202 Matches ","424","407","546","152.6","25.4%","53.3%","641","20,861","19,106","5,849","{1.40}","{0.8}","{249}","{Jett}","{""167 hours""}","{298}","51.7%","{1.11}","Vandal","39%","Phantom","34%","Pearl","68.1%"
2531,"Aatrox KinG ","END","650h Playtime ","1,169 Matches ","424","137","536","151.0","24.9%","53.0%","619","20,301","19,256","4,542","{1.29}","{0.8}","{174}","{Jett}","{""176 hours""}","{318}","53.8%","{1.08}","Vandal","44%","Judge","12%","Sunset","71.4%"
2532,"Ahh Dreads ","2Rich","1,133h Playtime ","2,089 Matches ","424","450","979","157.3","27.3%","52.0%","1,087","36,648","31,668","10,844","{1.50}","{0.8}","{402}","{Skye}","{""164 hours""}","{303}","54.5%","{1.13}",NULL,NULL,NULL,NULL,NULL,NULL
2533,"dzii ","shabi","1,326h Playtime ","2,369 Matches ","424","351","1132","149.5","21.6%","51.3%","1,215","40,485","35,918","10,663","{1.42}","{0.8}","{630}","{Jett}","{""214 hours""}","{390}","49.2%","{1.16}","Vandal","33%","Phantom","22%","Lotus","58.0%"
2534,"sae ","qqq","688h Playtime ","1,263 Matches ","424","173","540","165.2","24.8%","56.1%","708","23,069","18,922","6,254","{1.55}","{0.9}","{301}","{Jett}","{""144 hours""}","{264}","54.5%","{1.24}","Vandal","38%","Phantom","32%","Pearl","62.6%"
2535,"SZK titaN ","TMTE","1,759h Playtime ","3,112 Matches ","422","519","1471","145.6","28.5%","51.4%","1,599","51,779","47,249","16,885","{1.45}","{0.8}","{778}","{Sova}","{""233 hours""}","{408}","51.7%","{1.12}",NULL,NULL,NULL,NULL,NULL,NULL
2536,"SG Twitch まめつだよ ","勝ちたい","2,292h Playtime ","3,948 Matches ","423","449","1910","139.5","24.7%","50.9%","2,009","61,900","61,334","17,985","{1.30}","{0.7}","{838}","{Jett}","{""516 hours""}","{879}","49.3%","{1.03}","Vandal","36%","Operator","14%","Pearl","56.2%"
2537,"GG Trayard ","FRA","320h Playtime ","563 Matches ","423","88","231","158.2","29.3%","57.7%","325","10,029","7,796","3,469","{1.73}","{0.8}","{222}","{Omen}","{""104 hours""}","{180}","55.6%","{1.23}","Vandal","40%","Phantom","34%","Icebox","63.0%"
2538,"monkeyballs6792 ","retri","2,596h Playtime ","4,648 Matches ","441","528","2247","151.8","20.8%","50.1%","2,330","80,020","76,334","20,645","{1.32}","{0.8}","{794}","{Jett}","{""712 hours""}","{""1,273""}","48.3%","{1.05}",NULL,NULL,NULL,NULL,NULL,NULL
2539,"Лис ","2659","667h Playtime ","1,163 Matches ","423","174","523","148.0","28.2%","54.0%","628","19,542","17,418","5,563","{1.44}","{0.8}","{290}","{Sova}","{""137 hours""}","{241}","50.6%","{1.05}",NULL,NULL,NULL,NULL,NULL,NULL
2540,"Zoestol ","akame","1,675h Playtime ","2,938 Matches ","425","452","1395","142.5","25.1%","50.9%","1,494","48,125","43,748","15,605","{1.46}","{0.8}","{896}","{Omen}","{""372 hours""}","{649}","50.5%","{1.08}",NULL,NULL,NULL,NULL,NULL,NULL
2541,"Grimm ","k8k8","497h Playtime ","870 Matches ","423","308","395","146.9","29.3%","53.3%","464","14,614","12,904","4,199","{1.46}","{0.8}","{256}","{Sova}","{""88 hours""}","{159}","52.8%","{1.08}","Vandal","40%","Phantom","35%","Lotus","60.6%"
2542,"AXL xad ","XAXAX","1,966h Playtime ","3,554 Matches ","423","383","1637","153.5","22.1%","52.8%","1,876","62,293","56,008","17,854","{1.43}","{0.8}","{799}","{Jett}","{""616 hours""}","{""1,112""}","53.3%","{1.18}",NULL,NULL,NULL,NULL,NULL,NULL
2543,"eugeneS ","JSTNE","2,929h Playtime ","5,340 Matches ","423","642","2632","148.2","28.0%","50.1%","2,673","93,127","85,053","19,113","{1.32}","{0.8}","{""1,085""}","{Jett}","{""1,370 hours""}","{""2,479""}","51.2%","{1.12}",NULL,NULL,NULL,NULL,NULL,NULL
2544,"krynon ","demon","1,993h Playtime ","3,534 Matches ","423","476","1717","142.7","24.6%","49.8%","1,760","57,951","55,939","14,146","{1.29}","{0.8}","{703}","{Jett}","{""1,355 hours""}","{""2,395""}","49.9%","{1.06}",NULL,NULL,NULL,NULL,NULL,NULL
2545,"XLD woddy ","msz","1,529h Playtime ","2,664 Matches ","423","495","1251","142.0","35.3%","51.7%","1,377","43,831","37,021","15,902","{1.61}","{0.8}","{823}","{Sova}","{""652 hours""}","{""1,147""}","53.5%","{1.22}",NULL,NULL,NULL,NULL,NULL,NULL
2546,"SW TJツ ","0402","1,933h Playtime ","3,360 Matches ","378","525","1617","147.1","22.6%","50.1%","1,685","53,708","48,599","18,422","{1.48}","{0.8}","{""1,056""}","{Jett}","{""320 hours""}","{563}","48.8%","{1.14}",NULL,NULL,NULL,NULL,NULL,NULL
2547,"twitch huphh ","FCity","3,186h Playtime ","5,648 Matches ","442","647","2780","145.6","18.7%","49.7%","2,807","90,116","83,943","29,606","{1.43}","{0.8}","{""1,679""}","{Jett}","{""816 hours""}","{""1,452""}","46.7%","{1.09}","Vandal","30%","Phantom","24%","Pearl","52.8%"
2548,"Blackout ","Wales","2,559h Playtime ","4,392 Matches ","422","514","2177","136.6","28.4%","49.0%","2,152","68,521","65,837","23,680","{1.40}","{0.7}","{""1,197""}","{Jett}","{""404 hours""}","{693}","49.8%","{1.15}",NULL,NULL,NULL,NULL,NULL,NULL
2549,"Maarty122 ","CAW","1,945h Playtime ","3,382 Matches ","422","441","1648","139.0","22.3%","50.0%","1,692","50,594","51,161","19,206","{1.36}","{0.7}","{877}","{Killjoy}","{""302 hours""}","{536}","48.5%","{1.01}",NULL,NULL,NULL,NULL,NULL,NULL
2550,"Maarty122 ","CAW","1,945h Playtime ","3,382 Matches ","422","441","1648","139.0","22.3%","50.0%","1,692","50,594","51,161","19,206","{1.36}","{0.7}","{877}","{Killjoy}","{""302 hours""}","{536}","48.5%","{1.01}",NULL,NULL,NULL,NULL,NULL,NULL
2551,"TugMooN ","qiplu","1,594h Playtime ","2,850 Matches ","422","427","1392","140.8","22.9%","50.0%","1,424","45,578","44,010","14,939","{1.38}","{0.8}","{751}","{Jett}","{""392 hours""}","{698}","49.9%","{1.07}",NULL,NULL,NULL,NULL,NULL,NULL
2552,"감사합니다 ","GOD","377h Playtime ","694 Matches ","422","74","322","151.2","29.7%","52.6%","365","12,411","11,320","2,998","{1.36}","{0.8}","{123}","{Jett}","{""103 hours""}","{189}","61.9%","{1.20}",NULL,NULL,NULL,NULL,NULL,NULL
2553,"MbI HeBeTepHoMbI ","gyem","2,358h Playtime ","4,188 Matches ","371","470","2106","129.8","24.6%","48.7%","2,040","58,889","62,443","23,957","{1.33}","{0.7}","{""1,020""}","{Killjoy}","{""314 hours""}","{569}","47.1%","{0.93}","Vandal","35%","Phantom","31%","Pearl","52.4%"
2554,"NXT BULLY ","YUKI","2,250h Playtime ","3,937 Matches ","422","559","1862","134.9","27.0%","51.6%","2,030","60,666","59,333","17,481","{1.32}","{0.7}","{""1,222""}","{Killjoy}","{""701 hours""}","{""1,213""}","53.9%","{1.06}","Vandal","42%","Phantom","37%","Lotus","59.7%"
2555,"iPGN songry ","107","6,196h Playtime ","11,085 Matches ","422","1,088","5315","143.8","27.7%","50.8%","5,633","178,860","174,056","58,266","{1.36}","{0.8}","{""2,725""}","{Sova}","{""984 hours""}","{""1,756""}","53.0%","{1.04}",NULL,NULL,NULL,NULL,NULL,NULL
2556,"KEMİKSİZ İVAR ","CBACK","663h Playtime ","1,223 Matches ","422","187","537","166.1","31.0%","55.3%","676","22,639","19,179","6,202","{1.50}","{0.9}","{238}","{Jett}","{""149 hours""}","{275}","53.1%","{1.20}","Vandal","43%","Sheriff","56%","Split","63.7%"
2557,"Savings ","iwtd","1,581h Playtime ","2,706 Matches ","422","465","1279","144.9","37.7%","51.4%","1,392","44,565","38,016","14,351","{1.55}","{0.8}","{839}","{Sova}","{""350 hours""}","{603}","51.6%","{1.15}",NULL,NULL,NULL,NULL,NULL,NULL
2558,"feqew ","1337","496h Playtime ","884 Matches ","421","265","371","149.8","28.5%","56.3%","498","15,480","13,305","4,614","{1.51}","{0.8}","{221}","{Jett}","{""78 hours""}","{141}","59.6%","{1.17}","Vandal","40%","Phantom","34%","Lotus","66.7%"
